ari,fk,voa_log_ratio,avg_sent_len,avg_word_accessibility,num_sents,avg_word_len
25.054743589743588,23.27615384615385,-0.2833624113031836,42.666666666666664,11.414373646362572,3,5.111111111111111
14.92526315789474,16.04105263157895,-0.34174929371793883,19.0,11.854575687530284,3,5.123076923076923
22.48654761904762,22.63626984126984,-0.35235528279009065,31.125,12.000193246993518,8,5.4661921708185055
17.703026204564665,17.774826711749792,-0.3746934494372689,24.142857142857142,11.356702979620682,7,5.243386243386244
15.605454545454542,16.786303030303035,-0.5090057870447403,25.1,11.799714688746223,10,4.658703071672355
18.58838582677165,18.58068897637796,-0.10153641921541265,30.875,12.174028030438848,8,4.797101449275362
20.553640167364016,20.095853556485356,-0.7419373447248011,23.7,11.495790813601301,10,5.60573476702509
13.317053140096618,14.620207039337476,-0.2783796797853896,17.555555555555557,12.308846246152639,9,4.835106382978723
17.151975683890576,17.41726443768997,0.21652831219953766,26.857142857142858,12.870710142407477,7,5.0
15.398487394957982,16.7149299719888,-0.4092034302146019,27.857142857142858,11.538183524013583,7,4.408071748878924
15.424326396495069,15.51127418765973,-0.5445366811039984,22.363636363636363,12.746877405784325,11,4.84965034965035
15.245380000000004,16.746950000000002,-0.0719734996210842,15.5,12.130155048770225,8,5.611510791366906
16.068504611330695,17.02538537549407,-0.4898525003814672,21.083333333333332,11.450386234398781,12,5.2831541218638
19.38429487179487,18.820000000000004,-0.44055642791523736,21.333333333333332,11.934477378407703,12,5.8776223776223775
19.74410989010989,19.90300366300367,-0.36772478012118076,27.857142857142858,12.153896200696627,7,5.240909090909091
18.44644537815126,19.563781512605043,-0.5827991233867308,23.285714285714285,11.796996490124435,7,5.44385026737968
19.4471978021978,20.556492673992675,-0.8666581076669458,22.166666666666668,11.26734451661938,12,5.4766355140186915
20.66256756756757,20.533400900900897,-0.1869835698957309,27.75,11.73896162619293,8,5.694915254237288
23.733849999999997,24.073000000000004,-0.5205344378886746,25.0,11.7027831579672,8,6.3954545454545455
17.09456043956044,17.05305494505495,-0.6856565088262988,17.6,11.133336140334587,10,5.77
24.184459459459454,22.818986486486484,-0.8602012652183249,27.75,11.105561517952799,8,5.918918918918919
16.74817031070196,17.508085922516305,-0.8243893695856147,20.545454545454547,11.070372624765053,11,5.245353159851301
16.648871794871795,17.367692307692312,-0.35077522180742,21.083333333333332,12.059528520221312,12,5.319444444444445
22.0655,22.39777777777778,-0.2118439960562316,30.0,12.172691927393132,6,5.567839195979899
19.2885651214128,20.481953642384102,-0.28061490522460936,25.166666666666668,12.51864786016878,6,5.551515151515152
17.78566265060241,18.621401606425703,-0.432133355186136,24.3,11.88379239676242,10,5.134751773049645
19.690875,19.464166666666667,-0.16579225483871673,29.75,12.347013797965811,8,5.101503759398496
16.87587121212121,16.9469696969697,-0.7076052637306532,27.88888888888889,11.366056319310607,9,4.4006410256410255
18.519295774647887,19.19775117370892,-0.9899784476602517,20.9,11.350264888306933,10,5.430278884462151
26.288542857142858,25.10097142857143,-0.5722652889951593,35.42857142857143,11.83760097788985,7,5.767857142857143
18.743380952380953,19.919523809523813,-0.46303495992542426,23.11111111111111,11.485640174668767,9,5.553648068669528
20.5013752276867,20.08251366120219,-0.35040533092101295,27.11111111111111,12.193129915223107,9,5.523985239852398
17.31277108433735,19.237465863453817,-0.6024183271658092,24.6,11.225009506664295,10,5.11913357400722
14.459788135593222,14.905416666666667,-0.32277339225894597,22.125,12.221240555876399,8,4.78
21.892581632653055,22.217423469387757,-0.9377456668704689,29.625,11.391337539573348,8,5.1084745762711865
18.670696428571432,18.841785714285717,-0.4663738611909355,22.0,11.823819486311855,7,5.5474860335195535
18.470462962962962,19.37065329218107,-0.4940185054453606,29.875,11.961850158133016,8,4.621052631578947
15.309917355371901,15.985190082644632,-0.15180601286398138,22.8,12.30306849338964,5,4.878787878787879
17.833196721311474,19.170262295081972,-0.6491840571343929,23.1,11.195407394173696,10,5.273062730627307
17.873063909774437,18.65225563909775,-0.26341745044808,21.571428571428573,12.306651426044363,7,5.559523809523809
17.81784824046921,19.086598240469204,-0.8823891801936435,22.454545454545453,11.43906968005215,11,5.2682926829268295
17.68857142857143,17.433021346469626,-0.4795730802576521,24.571428571428573,11.80307513601063,7,4.980392156862745
15.8239330543933,16.244807531380754,-0.10863384099878365,23.8,12.441803079959628,10,5.050387596899225
17.743917525773192,17.461567010309277,-0.5255317711514038,19.4,11.585999525589814,10,5.678899082568807
16.833134328358206,17.786313432835822,-0.7250987803619985,20.0,11.385786234281689,10,5.25
17.477659574468085,17.426063829787235,-0.4022236141798295,23.5,11.840714501203317,10,5.35408560311284
20.91410714285714,21.247857142857146,-0.3001045924462473,27.666666666666668,11.870341487288528,6,5.48404255319149
20.698902255639098,20.520977443609024,-0.4595323293742254,26.571428571428573,12.094318547767225,7,5.433179723502304
17.754330985915495,17.618163145539906,-0.36610403422344867,26.625,11.616548677734023,8,5.125
27.085124999999998,25.330833333333334,-0.588834333930206,39.666666666666664,12.512960476240965,6,5.084175084175084
18.87312213039486,19.228071625344352,-0.2417723711436444,26.555555555555557,12.07124927307638,9,5.2781954887218046
18.72930656934306,20.118594890510952,-0.6780335427454195,31.625,11.263106329574118,8,4.589225589225589
21.64799847211612,22.34087089381207,-0.47647614374712177,26.571428571428573,10.924458044579412,7,5.940298507462686
21.126544181977252,21.24658792650919,-0.6241543090685915,26.88888888888889,12.08991152487933,9,5.25249169435216
17.99092208390963,17.08237897648686,-0.7304848509930321,25.88888888888889,11.723961527020906,9,4.855123674911661
18.0529718875502,18.278714859437752,-0.1451820098404769,27.555555555555557,12.56889188816864,9,5.010869565217392
20.352334123222747,20.812837677725124,-0.5313041551052426,26.25,11.654259222793863,8,5.553191489361702
14.831387755102043,15.060510204081634,-0.052446475368539844,24.2,12.738671784085293,10,4.760299625468165
16.91513833992095,16.79343873517787,-0.38496658655567334,22.90909090909091,11.991474592712418,11,5.186619718309859
23.497065797273272,22.80809721398933,-0.6099968122233911,33.714285714285715,11.69713870647929,7,5.408239700374532
23.983032128514054,23.989156626506027,-0.6443570163860836,27.666666666666668,11.086202854886357,6,6.174863387978142
17.11765166340509,17.732889758643186,-0.4221599866761536,30.428571428571427,12.532729208844517,7,4.384
13.807749999999999,14.925000000000004,-0.09937247380919388,20.0,12.645614956974454,6,4.709219858156028
21.34844611528822,21.091090225563914,-0.6428853457746294,21.833333333333332,11.274508491236459,6,6.148648648648648
16.971721763085398,18.26425619834711,-0.7266698725940371,19.916666666666668,11.253232955428329,12,5.492592592592593
19.08114211886305,19.68666666666667,-0.3839589028830517,23.555555555555557,11.86928615358454,9,5.693965517241379
13.587885714285711,14.24314285714286,-0.5016931401984611,20.857142857142858,11.680304320601616,7,4.565714285714286
17.441250000000004,18.326357142857145,-0.29725152346384287,21.8,11.836537810603646,5,5.475409836065574
19.830993401759535,19.800307917888563,-0.3239720738528757,22.272727272727273,11.603604730998434,11,5.857664233576642
23.501725941422592,23.85790271966528,-0.4086961286854417,28.25,11.347167144991516,8,5.9728682170542635
19.972107142857148,21.079285714285714,-0.7810085363466381,26.9,10.84927843717245,10,5.323717948717949
19.486219512195127,20.098434959349593,-0.19176195056900475,30.625,12.311179357858226,8,5.0
